Restaurant Name,Category Name,Latitude,Longitude,Distance,Rating,Number of Reviews,Price Point,Bike Station Lat,Bike Station Lon
The Stockyards Grind,cafes,43.66986,-79.48069,406.2130868,5,4,no data,43.668496,-79.485426
Churrasqueira Andrade,portuguese,43.66854509,-79.48659796,94.42169212,1,1,no data,43.668496,-79.485426
Coast Cafe Bar,italian,43.66522,-79.47411,977.360638,4.5,10,no data,43.668496,-79.485426
Osmow’s,mediterranean,43.66724569,-79.48829297,269.2674896,5,1,no data,43.668496,-79.485426
Keko Shawarma,mideastern,43.665676,-79.474154,961.6656058,4.5,3,no data,43.668496,-79.485426
Denny's,tradamerican,43.66768,-79.48851,259.3733808,3,20,$$,43.668496,-79.485426
Pho Saigon Bangkok Restaurant,vietnamese,43.669529,-79.4822644,279.0317073,3.5,32,$,43.668496,-79.485426
Bairrada Churrasqueira Grill,portuguese,43.66996,-79.47807,610.8285167,3.5,24,$$,43.668496,-79.485426
Pegrolls,hotdogs,43.66337,-79.49051,697.2683173,4.5,4,$,43.668496,-79.485426
Leela Indian Food Bar,indpak,43.66568643,-79.47376393,988.6864638,4,105,$$,43.668496,-79.485426
Annie's Caribbean Express,caribbean,43.66538375,-79.48657483,358.1902459,3,4,no data,43.668496,-79.485426
The Palms Jerk and Grill,caribbean,43.66917674,-79.48195342,289.3819264,3,2,no data,43.668496,-79.485426
McDonald's,hotdogs,43.6679401,-79.4846773,86.2978717,3.5,3,no data,43.668496,-79.485426
Pegasus Bar & Grill,salad,43.66588,-79.48752,327.4007399,4,10,$,43.668496,-79.485426
JP Sushi,sushi,43.66029,-79.47985,1023.328537,4,32,$$,43.668496,-79.485426
Burattino Brick Oven Pizza,pizza,43.66525571,-79.4730838,1056.101813,3.5,30,$$,43.668496,-79.485426
Popeyes Louisiana Kitchen,hotdogs,43.66729513,-79.48681937,174.3291572,2.5,17,$$,43.668496,-79.485426
Vagueira Grill,portuguese,43.66983747,-79.4830748,240.8588119,3.5,3,no data,43.668496,-79.485426
Thai One on Dundas,thai,43.66571,-79.47426,949.1465237,2,6,no data,43.668496,-79.485426
Miss Pho Express,vietnamese,43.66958,-79.482211,226.4458123,4,4,no data,43.668496,-79.485426
Koh Samui,thai,43.66569832,-79.47427757,949.1444412,3.5,3,no data,43.668496,-79.485426
Buddha Pie,pizza,43.66027,-79.47976,1018.772722,3.5,53,$$,43.668496,-79.485426
Wendy's,hotdogs,43.6674,-79.488914,305.8773409,2,10,no data,43.668496,-79.485426
Shawarma Boys,mediterranean,43.65997695,-79.47981901,1049.16285,4.5,9,no data,43.668496,-79.485426
O Tome Bar & Grill,seafood,43.66912,-79.4815799,314.4999329,0,0,no data,43.668496,-79.485426
Dr.Finger Food,comfortfood,43.67662,-79.48138,970.4305687,0,0,no data,43.668496,-79.485426
Bigger's Restaurant,newcanadian,43.66949,-79.4824299,226.4458123,1,1,no data,43.668496,-79.485426
Pizza Hut,pizza,43.66768,-79.48851,259.3733808,5,1,no data,43.668496,-79.485426
Grillway,greek,43.66028,-79.47989,1014.302516,0,0,no data,43.668496,-79.485426
Golden Falafel,falafel,43.66571,-79.47413,961.6656058,4.5,2,no data,43.668496,-79.485426
Playing With Fire,restaurants,43.6653404,-79.4851608,345.307564,0,0,no data,43.668496,-79.485426
West End Waffles And Scoops,icecream,43.65979996,-79.4797303,1070.001933,3,1,no data,43.668496,-79.485426
Restaurante Vianense,portuguese,43.66912,-79.4815799,314.4999329,2.5,3,no data,43.668496,-79.485426
Zeal Burgers,burgers,43.7002764,-79.5170776,230.2291844,5,137,$$,43.698841,-79.519472
P & M Restaurant,greek,43.70047,-79.5180893,214.7933409,4.5,48,$$,43.698841,-79.519472
Caribbean Queen Jerk,caribbean,43.6998073,-79.5169241,231.2999715,4.5,14,$,43.698841,-79.519472
Pastable,italian,43.70055463,-79.51720029,263.9309817,5,1,no data,43.698841,-79.519472
Parma Pizza,pizza,43.6955833,-79.5204697,386.7258617,4.5,25,$,43.698841,-79.519472
Yummy Delight,asianfusion,43.70069,-79.5171,263.9306144,4.5,3,no data,43.698841,-79.519472
Fahmee Bakery,caribbean,43.7009585,-79.5186169,245.2844992,5,2,no data,43.698841,-79.519472
Bakery El Quetzal,latin,43.7001905,-79.5111405,686.3803092,4,7,$,43.698841,-79.519472
Gardenia House Chinese Food,chinese,43.6955564,-79.5204451,395.0452608,4.5,7,$,43.698841,-79.519472
Old Nassau,seafood,43.701815,-79.521463,364.1056321,0,0,no data,43.698841,-79.519472
2 Bros Cuisine,mediterranean,43.692807,-79.531877,1201.998295,3.5,23,$,43.698841,-79.519472
Osmow's,mediterranean,43.70112105,-79.5190686,255.5956902,0,0,no data,43.698841,-79.519472
Pizza Alps,pizza,43.70069,-79.5171699,263.5194399,3.5,14,$,43.698841,-79.519472
Eggsmart,breakfast_brunch,43.70236,-79.52309,483.404916,3.5,9,no data,43.698841,-79.519472
Kebab Pizza,pizza,43.70653,-79.53179,1300.267021,4,5,no data,43.698841,-79.519472
Mainsha Vibez Kitchen,caribbean,43.6986267,-79.5126782,542.38863,0,0,no data,43.698841,-79.519472
Aleeza’s Pizza,pizza,43.6984598,-79.5119331,586.8382434,5,3,no data,43.698841,-79.519472
Church´s Texas Chicken,chicken_wings,43.7008372,-79.5178055,255.9831908,3,1,no data,43.698841,-79.519472
Spaga Grill,newcanadian,43.70089805,-79.5108881,726.9840412,0,0,no data,43.698841,-79.519472
Fifteen Kings Gate,newcanadian,43.6916199,-79.5318069,1210.813004,5,1,no data,43.698841,-79.519472
Popeyes Louisiana Kitchen,hotdogs,43.70117,-79.51871,264.9401378,3,11,$,43.698841,-79.519472
Bonita Family Restaurant,newcanadian,43.70254221,-79.5261183,674.421591,4,2,no data,43.698841,-79.519472
Mayflower Chinese Food,chinese,43.692615,-79.531818,1210.152433,3.5,44,$$,43.698841,-79.519472
Lan Sushi,sushi,43.69162,-79.5318099,1200.627765,4,77,$$,43.698841,-79.519472
Ali Babas Middle Eastern Cuisine,mideastern,43.6997948,-79.515651,321.1565235,2.5,3,no data,43.698841,-79.519472
New Banadir Restaurant,african,43.70017,-79.50994,789.8586764,3.5,2,no data,43.698841,-79.519472
Bakhshi Halal Foods,halal,43.70077997,-79.51798819,246.4009742,0,0,no data,43.698841,-79.519472
Central Bar & Grill,bars,43.70028747,-79.51000671,777.735316,3.5,4,no data,43.698841,-79.519472
Weston Bbq Chicken,bbq,43.69975,-79.51555,329.0827724,0,0,no data,43.698841,-79.519472
Falafel Plus Restaurant,falafel,43.69976,-79.51701,228.2119085,0,0,no data,43.698841,-79.519472
China China Express,chinese,43.702929,-79.5248284,612.8464633,3.5,4,no data,43.698841,-79.519472
Pizza Pizza,pizza,43.7006416,-79.5175108,254.8416635,3,3,$,43.698841,-79.519472
Tim Hortons,cafes,43.70085254,-79.51171275,662.6595733,3,6,$,43.698841,-79.519472
Settebello Pizzeria & Restaurant,pizza,43.70231,-79.52294,484.0648362,0,0,no data,43.698841,-79.519472
Lawrence Park Restaurant,newcanadian,43.70006,-79.51048,725.5459876,3.5,3,no data,43.698841,-79.519472
Finest Food Mart,grocery,43.70086,-79.51795,245.1261998,0,0,no data,43.698841,-79.519472
Popeyes Louisiana Kitchen,soulfood,43.7011719,-79.5187073,264.9401378,0,0,no data,43.698841,-79.519472
Pizza Depot,pizza,43.70097126,-79.51090681,728.1630994,2.5,7,$$,43.698841,-79.519472
Wendy's,hotdogs,43.700953,-79.511656,670.7838918,2.5,10,$,43.698841,-79.519472
Shanghai Weston Garden,chinese,43.69883,-79.51326,505.658356,0,0,no data,43.698841,-79.519472
Feta & Olives,mediterranean,43.70655,-79.51428,953.4088321,1,1,no data,43.698841,-79.519472
Subway,sandwiches,43.700782,-79.511639,665.659221,4,3,no data,43.698841,-79.519472
Dicarlo Ristorante,italian,43.69668,-79.50824,919.7892814,0,0,no data,43.698841,-79.519472
Little Tony Pizza,pizza,43.69668,-79.50824,919.7892814,0,0,no data,43.698841,-79.519472
55 Cafe,hookah_bars,43.7012498,-79.52873315,791.2198632,1,1,no data,43.698841,-79.519472
Somali Pizza Subs,pizza,43.70653,-79.53179,1300.267021,0,0,no data,43.698841,-79.519472
Bellona Kitchen,vegetarian,43.65582004,-79.4873736,306.398326,5,4,no data,43.658574,-79.487246
Campo,spanish,43.65511797,-79.48695902,384.9849186,4,59,$$,43.658574,-79.487246
Mad Mexican,mexican,43.6586304,-79.4879913,53.07848179,3.5,126,$$,43.658574,-79.487246
Baby Point Lounge,venues,43.65733,-79.48733,138.2839604,4.5,7,$$,43.658574,-79.487246
Salsa Venezuelan Street Food,hotdog,43.65731,-79.48719,149.0775246,4.5,13,no data,43.658574,-79.487246
Flame Food+Design,newcanadian,43.65116994,-79.47512316,1276.324157,4.5,34,no data,43.658574,-79.487246
Little Havana Café Y Bodega,cafes,43.65535,-79.48665,362.4851192,4.5,5,no data,43.658574,-79.487246
Queen Margherita Pizza - Baby Point,pizza,43.65819819,-79.48790212,67.32179354,3.5,110,$$,43.658574,-79.487246
Pho VP,vietnamese,43.6573795,-79.4877128,138.0286927,3.5,42,$$,43.658574,-79.487246
JP Sushi,sushi,43.66029,-79.47985,626.3504314,4,32,$$,43.658574,-79.487246
Cafe Santorini,pizza,43.65906,-79.48805,94.06169276,3,4,no data,43.658574,-79.487246
Fiddler's Dell Bar & Grill,bars,43.65815,-79.48755,49.53954452,2.5,7,$$,43.658574,-79.487246
My Roti Place / My Dosa Place,indpak,43.657833,-79.4876896,89.79137624,3,8,no data,43.658574,-79.487246
Gigli Caffe,cafes,43.658437,-79.487957,62.18040164,4.5,3,no data,43.658574,-79.487246
Gatto Wood Oven Pizza,pizza,43.65062,-79.47977,1072.184333,4,40,$$,43.658574,-79.487246
Ruumors Resto-Lounge,african,43.66588,-79.48752,818.7945703,1,1,no data,43.658574,-79.487246
Pegrolls,hotdogs,43.66337,-79.49051,592.7098933,4.5,4,$,43.658574,-79.487246
Martins Churrasqueira,bbq,43.666508,-79.497883,1228.998872,4,14,no data,43.658574,-79.487246
Beach Hill Smokehouse,bbq,43.65159823,-79.47490658,1259.816442,4.5,9,no data,43.658574,-79.487246
Noodle Me,chinese,43.649644,-79.483744,1032.166205,4,12,no data,43.658574,-79.487246
Queen's Pasta Café,italian,43.6505761,-79.4779248,1163.292564,3.5,101,$$,43.658574,-79.487246
Old Mill Buffet,breakfast_brunch,43.65094,-79.4934,1009.603903,1.5,3,no data,43.658574,-79.487246
The Delray Grill,diners,43.6654451,-79.482485,840.3342711,4,1,$,43.658574,-79.487246
Ka Chi,korean,43.65056,-79.48018,1070.816486,3.5,56,$$,43.658574,-79.487246
Jumbo Burger,hotdog,43.66623,-79.48219,927.3588899,4,58,$,43.658574,-79.487246
The Cat Pub & Eatery,newcanadian,43.6656338,-79.48943842,804.5802191,4,9,$,43.658574,-79.487246
Indilicious,indpak,43.66572281,-79.48200736,899.7011111,4,24,no data,43.658574,-79.487246
Buddha Pie,pizza,43.66027,-79.47976,628.6160595,3.5,53,$$,43.658574,-79.487246
Halina's European Delicacies & Catering,delis,43.6586,-79.48752,24.49532224,1,1,$$,43.658574,-79.487246
Bukhara Grill,indpak,43.6508421,-79.477041,1188.784377,4,74,$$,43.658574,-79.487246
Shawarma Boys,mediterranean,43.65997695,-79.47981901,617.4927677,4.5,9,no data,43.658574,-79.487246
Pho Long Son,vietnamese,43.6657349,-79.4838551,871.9047745,4.5,2,no data,43.658574,-79.487246
Fishinn,seafood,43.64999,-79.48264,1024.609243,3.5,9,no data,43.658574,-79.487246
Pho Now,vietnamese,43.6678453,-79.487964,959.9745437,3.5,16,no data,43.658574,-79.487246
Bao Bao Express,dimsum,43.65069,-79.47932,1078.918892,4,5,no data,43.658574,-79.487246
Grillway,greek,43.66028,-79.47989,619.2242,0,0,no data,43.658574,-79.487246
West End Waffles And Scoops,icecream,43.65979996,-79.4797303,619.7778123,3,1,no data,43.658574,-79.487246
Rock’N Deli,delis,43.667202,-79.489361,974.3567986,4,5,no data,43.658574,-79.487246
KINTON RAMEN,ramen,43.65142,-79.47609,1196.137845,4,40,$$,43.658574,-79.487246
Wakanda Grill,african,43.6653449,-79.4814512,888.1778425,0,0,no data,43.658574,-79.487246
Westwood Grill,dimsum,43.65995,-79.4796,630.2016772,3,61,$$,43.658574,-79.487246
Shadi Shawarma,mideastern,43.65102,-79.47575,1249.067161,5,2,no data,43.658574,-79.487246
Bello Pizza,pizza,43.65144895,-79.47541348,1238.492433,5,10,no data,43.658574,-79.487246
Coffee Culture Café & Eatery,coffee,43.6584892,-79.4878006,62.30541771,2.5,14,$$,43.658574,-79.487246
Annie's Caribbean Express,caribbean,43.66538375,-79.48657483,759.1314418,3,4,no data,43.658574,-79.487246
Falafel World,falafel,43.6498612,-79.48260329,1038.326411,4,86,$,43.658574,-79.487246
HotBlack Coffee,coffee,43.65157,-79.47542,1235.155814,4.5,3,no data,43.658574,-79.487246
Jerusalem Shawarma,mideastern,43.65108615,-79.47573971,1245.045992,3.5,20,$,43.658574,-79.487246
Pegasus Bar & Grill,salad,43.66588,-79.48752,818.7945703,4,10,$,43.658574,-79.487246
Yumi Japanese Restaurant,japanese,43.65005,-79.48238,1022.867611,3.5,42,$$,43.658574,-79.487246
Nuna Kitchen & Bar,international,43.64154,-79.43112,506.7013994,4.5,24,no data,43.63985,-79.43703
Daol Korean Restaurant,korean,43.64095575,-79.43433108,249.5711707,5,8,no data,43.63985,-79.43703
Afrobeat Kitchen,african,43.640425,-79.438448,134.2445207,5,4,no data,43.63985,-79.43703
Garleek Kitchen,asianfusion,43.64046,-79.43811,114.5382256,4.5,52,$$,43.63985,-79.43703
The MoMo House,dumplings,43.64119,-79.43505,208.8359037,4.5,34,no data,43.63985,-79.43703
Skyline Restaurant,bars,43.64109,-79.4351499,198.998226,4,72,$$,43.63985,-79.43703
Himalayan Kitchen,indpak,43.6403,-79.43889,158.0590703,4.5,147,$$,43.63985,-79.43703
Loga's Corner,himalayan,43.64053,-79.43597,107.9292377,4.5,173,$,43.63985,-79.43703
Norling,himalayan,43.64035185,-79.4385082,131.3904335,4,72,$,43.63985,-79.43703
Simpl Things,wine_bars,43.640843,-79.434269,247.904503,4,5,no data,43.63985,-79.43703
Islas Filipino BBQ and Bar,filipino,43.6393,-79.4446,613.5248956,4.5,87,no data,43.63985,-79.43703
OM Restaurant and Bar,indpak,43.6402,-79.43756,63.58847075,4,52,$$,43.63985,-79.43703
Little Tibet  Restaurant,himalayan,43.6401,-79.438,91.12775006,4.5,26,no data,43.63985,-79.43703
Lao Thai Restaurant,thai,43.6426406,-79.4273649,834.0945575,4.5,85,$$,43.63985,-79.43703
Guu Izakaya Toronto,japanese,43.6418673,-79.43109041,527.9755306,4,154,$$,43.63985,-79.43703
Larry's Folly,cafes,43.64079382,-79.436417,115.962861,5,4,no data,43.63985,-79.43703
Mother India,indpak,43.6409499,-79.43624,128.9577245,4,206,$$,43.63985,-79.43703
Gold Standard Queen,sandwiches,43.63992883,-79.44052935,281.7313996,4.5,10,no data,43.63985,-79.43703
Molkagtez,mexican,43.64151521,-79.431099,511.9255513,4.5,2,no data,43.63985,-79.43703
Birria Catrina,mexican,43.643151,-79.447597,921.1793796,4.5,6,no data,43.63985,-79.43703
The Original's Dining Lounge,tradamerican,43.6365992,-79.437011,361.4753003,5,5,no data,43.63985,-79.43703
Dave's Hot Chicken,chickenshop,43.64003,-79.44083,304.1500497,3.5,61,no data,43.63985,-79.43703
Noble House,french,43.64284,-79.43195,509.4000919,5,1,no data,43.63985,-79.43703
Gus Tacos,mexican,43.63946271,-79.44262971,452.667646,4.5,16,no data,43.63985,-79.43703
Ali's West Indian Roti Shop,caribbean,43.64101,-79.43599,142.0059236,4,92,$,43.63985,-79.43703
BB's,filipino,43.64205,-79.43218,431.2503625,4,9,no data,43.63985,-79.43703
Tashi Delek Cafe,cafes,43.640285,-79.4369968,52.72189345,4.5,12,no data,43.63985,-79.43703
Tsampa Cafe,himalayan,43.6403503,-79.4389877,162.3569776,4.5,21,$,43.63985,-79.43703
Kaminari Ramen Bar,ramen,43.6417472,-79.43158686,486.1620609,5,1,no data,43.63985,-79.43703
Clandestino wine bar,pizza,43.63974321,-79.44132596,345.903692,4.5,23,no data,43.63985,-79.43703
Legal Tenders,chickenshop,43.64145,-79.43328,348.1326722,4,2,no data,43.63985,-79.43703
Paddler,thai,43.63909,-79.44515,661.9405552,4,8,no data,43.63985,-79.43703
The Ace,comfortfood,43.646122,-79.448823,1177.657834,4,196,$$,43.63985,-79.43703
Shangrila Tibetan & Asian Cuisine,himalayan,43.63974006,-79.44154386,363.4400865,4,96,$$,43.63985,-79.43703
Miss Things,cocktailbars,43.6414601,-79.431879,451.5122216,3.5,164,$$$,43.63985,-79.43703
Songsten Cafe,himalayan,43.64044,-79.43821,122.5651047,4,8,no data,43.63985,-79.43703
J's Steak Frites,steak,43.64277418,-79.4265867,901.0716975,4,23,$$$,43.63985,-79.43703
Buon Appetito,pizza,43.65899,-79.44242,110.4427191,5,1,no data,43.63985,-79.43703
Food & Liquor,bars,43.63969149,-79.44186812,389.7266798,4,21,$$,43.63985,-79.43703
The Whole Plate,salad,43.64157,-79.44694,828.3204015,4.5,14,no data,43.63985,-79.43703
Momo Cafe & Zomsa Bar,cafes,43.6405,-79.43807,105.4748368,5,2,no data,43.63985,-79.43703
Island Foods,caribbean,43.64312,-79.42768,848.8985902,4.5,2,no data,43.63985,-79.43703
Madre De Lobo,mexican,43.63887798,-79.42842363,700.950091,4,1,no data,43.63985,-79.43703
Grill Cottage,diners,43.64063587,-79.43675615,90.12029221,3.5,13,$,43.63985,-79.43703
Tiny Cafe,dumplings,43.6407,-79.43815,140.609613,4,10,no data,43.63985,-79.43703
IST Snack Bar,indpak,43.64149,-79.43107,511.5425477,3.5,13,no data,43.63985,-79.43703
Death & Taxes Free House,tradamerican,43.64311,-79.42496,1035.907869,4,41,$$,43.63985,-79.43703
Chen Chen’s Nashville Hot Chicken,chickenshop,43.6429634,-79.4257733,969.714299,4.5,64,no data,43.63985,-79.43703
Tdotjerk,caribbean,43.6396299,-79.44678,788.4392267,4,26,$,43.63985,-79.43703
Café Polonez,polish,43.64514,-79.44831,1083.518192,4.5,288,$$,43.63985,-79.43703
Wynona,italian,43.66706,-79.34454,325.2488433,4.5,62,no data,43.665076,-79.341509
Eastside Social,seafood,43.661432,-79.339113,448.6959316,4.5,80,$$,43.665076,-79.341509
Gare De L'est,french,43.6648384,-79.3419374,23.9533008,3.5,75,$$$,43.665076,-79.341509
Goods & Provisions,bars,43.66233,-79.33515,594.3839658,4,101,$$,43.665076,-79.341509
Dine & Dim,dimsum,43.6656274,-79.3506883,741.3719076,4.5,28,no data,43.665076,-79.341509
Completo,latin,43.6626328,-79.3340575,658.0819064,4.5,173,$,43.665076,-79.341509
Batifole Restaurant,french,43.66678,-79.34733,505.2491547,4,84,$$$,43.665076,-79.341509
Frankie's,italian,43.66054,-79.343175,521.8796046,4,39,no data,43.665076,-79.341509
Nodo Leslieville,italian,43.66311,-79.33162,822.4991277,4,37,no data,43.665076,-79.341509
La Paella,spanish,43.6625299,-79.33427,647.5117585,4,41,no data,43.665076,-79.341509
Maple Leaf Tavern,tradamerican,43.66814,-79.33976,364.3537885,4,107,$$$,43.665076,-79.341509
Pasaj,bakeries,43.66218596,-79.33580784,559.9824273,4,56,no data,43.665076,-79.341509
Bach Yen,vietnamese,43.66684,-79.34756,520.3260023,4,214,$,43.665076,-79.341509
Ascari,italian,43.6619301,-79.3353424,597.234508,4,128,$$$,43.665076,-79.341509
Pinkerton Snack Bar,tapasmallplates,43.66901,-79.33727,555.8099112,4,69,$,43.665076,-79.341509
East End Vine,tapasmallplates,43.666996,-79.344665,331.2093569,5,3,no data,43.665076,-79.341509
CrowdedHouse,mediterranean,43.6622812,-79.3335735,709.9521943,4.5,63,$$,43.665076,-79.341509
EAT BKK Thai Kitchen,thai,43.6605957,-79.3429889,512.2115203,4,74,$$,43.665076,-79.341509
Maker Pizza,pizza,43.66575979,-79.3425119,110.8549625,4.5,8,no data,43.665076,-79.341509
Chula Taberna Mexicana,mexican,43.6692562,-79.3359022,647.6387713,4,160,$$,43.665076,-79.341509
O’SOMAE,breakfast_brunch,43.6653004,-79.3522633,864.5873777,4.5,30,$$,43.665076,-79.341509
Lamoon Thai Cafe,cafes,43.66628,-79.34804,538.0598276,4.5,13,no data,43.665076,-79.341509
Anglr,seafood,43.66927,-79.33615,645.0182797,4.5,15,no data,43.665076,-79.341509
Que Ling Restaurant,vietnamese,43.6658199,-79.34941,643.2500015,4,94,$,43.665076,-79.341509
Lady Marmalade,breakfast_brunch,43.66319,-79.35134,830.6653572,4,634,$$,43.665076,-79.341509
Maha’s Cafe,breakfast_brunch,43.66129768,-79.33987198,440.2822744,4.5,4,no data,43.665076,-79.341509
Greta Solomon's,french,43.66232,-79.33535,590.0293959,4,48,$$$,43.665076,-79.341509
The Raspberry Cafe,cafes,43.66474,-79.34086,47.73829887,5,2,no data,43.665076,-79.341509
Slowhand Pizza,pizza,43.66193458,-79.33760595,469.6664653,4.5,8,no data,43.665076,-79.341509
Juzz Sushi,sushi,43.66053218,-79.3430111,519.4963598,4,49,no data,43.665076,-79.341509
The Comrade,lounges,43.65939226,-79.34794833,817.1503497,4,87,$$,43.665076,-79.341509
Tabule Middle Eastern Cuisine,mideastern,43.659652,-79.346481,723.68166,4,202,$$,43.665076,-79.341509
Purple Penguin Cafe,coffee,43.66033,-79.34219,520.7431582,4,78,$,43.665076,-79.341509
Lil Joe Cucina & Bar,bistros,43.66927,-79.33615,645.0182797,4.5,18,no data,43.665076,-79.341509
Completo,latin,43.6648244,-79.35218672,859.341266,4.5,15,no data,43.665076,-79.341509
Supreme Taste,chinese,43.665172,-79.352155,862.4595108,5,14,no data,43.665076,-79.341509
Mi Mi Restaurant,vietnamese,43.66633091,-79.3492289,636.4444692,4,138,$,43.665076,-79.341509
Urban House,pubs,43.65902322,-79.34961017,936.8297128,4.5,13,$,43.665076,-79.341509
White Lily Diner,breakfast_brunch,43.65881,-79.3511599,1044.033443,4.5,145,$$,43.665076,-79.341509
Leslieville Pumps,sandwiches,43.66061643,-79.34148396,495.8846816,4,121,$$,43.665076,-79.341509
